school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
4431,6140,Marton Public School,107 Kingswood Rd,Engadine ,2233,424,np,6,1048,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9520 6261,marton-p.school@det.nsw.edu.au,9520 6356,N,1/1/72,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.046492,151.024232,7/3/17
4432,5796,Mimosa Public School,Blackbutts Rd & Mimosa St,Frenchs Forest ,2086,521,np,16,1111,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9451 8049,mimosa-p.school@det.nsw.edu.au,9975 5039,N,1/1/70,Warringah (A),Davidson,Mackellar,Macquarie Park,Ku-Ring-Gai,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.743343,151.205909,7/3/17
4433,7677,Wideview Public School,Wideview Rd,Berowra Heights,2082,395,0,10,1093,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9456 1655,wideview-p.school@det.nsw.edu.au,9456 2981,N,1/1/69,Hornsby (A),Hornsby,Berowra,Macquarie Park,Hornsby,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.608499,151.14151,7/3/17
4435,10839,Mount Riverview Public School,Rusden Rd,Mount Riverview,2774,227,7,10,1058,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4739 2180,mtrivervie-p.school@det.nsw.edu.au,4739 8322,N,1/1/71,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.72951,150.632585,7/3/17
4436,10845,Winmalee Public School,1-15 Leslie Street,Winmalee,2777,362,4,6,1030,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4754 1574,winmalee-p.school@det.nsw.edu.au,4754 3410,N,1/1/72,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.670272,150.610783,7/3/17
4437,9347,Hillvue Public School,Hillvue Rd,Tamworth ,2340,304,71,np,714,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6765 7446,hillvue-p.school@det.nsw.edu.au,6762 1215,N,1/1/70,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-31.114449,150.9007,7/3/17
4438,10271,Wollondilly Public School,Newton & Hoskins Sts,Goulburn ,2580,339,5,8,989,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4821 4496,wollondill-p.school@det.nsw.edu.au,4821 4462,N,1/1/70,Goulburn Mulwaree (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.742953,149.710904,7/3/17
4440,7760,Cherrybrook Public School,131 New Line Rd,Cherrybrook ,2126,810,np,55,1161,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9481 8575,cherrybrok-p.school@det.nsw.edu.au,9980 7235,N,1/1/71,Hornsby (A),Epping,Berowra,Macquarie Park,Dural,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.731277,151.042056,7/3/17
4441,7856,Crestwood Public School,38 Peel Rd,Baulkham Hills ,2153,738,1,47,1115,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9624 3950,crestwood-p.school@det.nsw.edu.au,9838 8423,N,1/1/72,The Hills Shire (A),Baulkham Hills,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.749141,150.972197,7/3/17
4442,10693,Emu Heights Public School,Wedmore Rd,Emu Plains ,2750,330,2,6,1015,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4735 1077,emuheights-p.school@det.nsw.edu.au,4735 6374,N,1/1/72,Penrith (C),Penrith,Lindsay,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.736652,150.648818,7/3/17
4444,7817,Metella Road Public School,Metella Rd,Toongabbie ,2146,699,2,58,1047,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9636 1922,metellard-p.school@det.nsw.edu.au,9896 3201,N,1/1/72,Blacktown (C),Prospect,Greenway,Macquarie Park,Nirimba,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.793967,150.934756,7/3/17
4446,10799,Dawson Public School,Stuart Rd,Dharruk ,2770,293,12,46,911,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9625 9031,dawson-p.school@det.nsw.edu.au,9832 1332,N,1/1/72,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.745369,150.816017,7/3/17
4447,10802,Hebersham Public School,Andover Cres,Hebersham ,2770,620,19,50,891,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9625 9133,hebersham-p.school@det.nsw.edu.au,9832 1456,N,1/1/72,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.748103,150.825924,7/3/17
4449,10812,Madang Avenue Public School,Mimika Avenue,Whalan,2770,303,16,46,873,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9625 7144,madangave-p.school@det.nsw.edu.au,9832 1470,N,1/1/73,Blacktown (C),Londonderry,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.759958,150.804846,7/3/17
4450,10276,Berinba Public School,Church St,Yass ,2582,301,10,4,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6226 2110,berinba-p.school@det.nsw.edu.au,6226 3194,N,1/1/72,Yass Valley (A),Goulburn,Eden-Monaro,Dubbo & Wagga Wagga,Southern Tablelands,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.849095,148.918959,7/3/17
4452,10726,Hobartville Public School,Valder Ave,Hobartville ,2753,391,9,5,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4578 1110,hobartvill-p.school@det.nsw.edu.au,4588 5882,N,1/1/71,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.603649,150.742281,7/3/17
4453,10794,Blackett Public School,47-59 Boldrewood Rd,Blackett ,2770,242,26,26,853,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9628 7760,blackett-p.school@det.nsw.edu.au,9628 0985,N,1/1/71,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.739605,150.815858,7/3/17
4454,11034,Marra Creek Public School,Coolabah to Quambone Rd,Nyngan,2825,6,0,0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6824 4358,marracreek-p.school@det.nsw.edu.au,6824 4363,Y,1/1/71,Warren (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 2,Remote Australia,-30.87887,147.374516,7/3/17
4456,10645,Franklin Public School,Forest St,Tumut ,2720,310,15,3,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6947 1533,franklin-p.school@det.nsw.edu.au,6947 1377,N,1/1/76,Tumut Shire (A),Wagga Wagga,Eden-Monaro,Dubbo & Wagga Wagga,Cootamundra,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.315059,148.230502,7/3/17
4457,10486,Sturt Public School,70 White Avenue,Wagga Wagga,2650,357,11,15,982,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,02 6922 5087,sturt-p.school@det.nsw.edu.au,02 6926 1243,N,1/5/73,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.13608,147.377439,7/3/17
4458,10199,Briar Road Public School,Briar Rd,Campbelltown,2560,280,33,25,827,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,4625 5957,briarrd-p.school@det.nsw.edu.au,4628 0134,N,1/1/74,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.089103,150.827673,7/3/17
4459,9190,Woodberry Public School,Lawson Ave,Woodberry ,2322,187,27,4,825,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4966 2044,woodberry-p.school@det.nsw.edu.au,4964 1148,N,1/1/72,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.79221,151.670508,7/3/17
4460,10211,Curran Public School,Melaleuca Drive,Macquarie Fields ,2564,261,17,43,868,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9605 4534,curran-p.school@det.nsw.edu.au,9829 3973,N,1/1/75,Campbelltown (C),Macquarie Fields,Werriwa,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.993145,150.899426,7/3/17
4461,10212,Guise Public School,Eucalyptus Drive,Macquarie Fields ,2564,156,13,36,868,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9605 4397,guise-p.school@det.nsw.edu.au,9829 3975,N,1/11/73,Campbelltown (C),Macquarie Fields,Werriwa,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.987448,150.89692,7/3/17
4462,10010,Figtree Heights Public School,St Georges Ave,Figtree ,2525,244,np,20,1077,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4228 6770,figtreehts-p.school@det.nsw.edu.au,4226 5061,N,1/1/72,Wollongong (C),Keira,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.431526,150.855504,7/3/17
4463,17055,Flinders Public School,Adam Murray Way,Flinders ,2529,555,4,25,996,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4295 7355,flinders-p.school@det.nsw.edu.au,4295 7455,N,29/1/03,Shellharbour (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.582182,150.85024,7/3/17
4464,10081,Sanctuary Point Public School,Idlewild Ave,Sanctuary Point ,2540,512,22,3,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4443 0546,sancturypt-p.school@det.nsw.edu.au,4443 7036,N,1/1/76,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-35.104844,150.628585,7/3/17
4466,10225,Mawarra Public School,Macarthur Rd,Camden,2570,450,4,5,1031,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4658 0990,mawarra-p.school@det.nsw.edu.au,4658 0223,N,1/5/72,Camden (A),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.061245,150.7122,7/3/17
4467,16241,King Park Public School,Humphries Rd,St Johns Park ,2176,484,1,81,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9604 7691,kingpark-p.school@det.nsw.edu.au,9725 5351,N,1/7/72,Fairfield (C),Fairfield,Fowler,Ultimo,Fairfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.879147,150.910701,7/3/17
4468,10443,Glenroy Public School,Logan Rd,North Albury,2640,192,18,9,898,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6025 4044,glenroy-p.school@det.nsw.edu.au,6040 2344,N,1/8/75,Albury (C),Albury,Farrer,Dubbo & Wagga Wagga,Albury,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-36.05459,146.917314,7/3/17
4469,8743,Jewells Primary School,Lepton Pde,Jewells ,2280,453,4,5,1022,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4948 7300,jewells-p.school@det.nsw.edu.au,4947 1316,N,1/1/77,Lake Macquarie (C),Swansea,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.015735,151.687459,7/3/17
4470,10829,Willmot Public School,Discovery Ave,Willmot,2770,142,25,38,842,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9628 0222,willmot-p.school@det.nsw.edu.au,9628 1451,N,1/1/73,Blacktown (C),Londonderry,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.725747,150.794401,7/3/17
4471,7861,Winston Heights Public School,Buckley Rd,Winston Hills ,2153,438,np,34,1092,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9624 7485,winstonhts-p.school@det.nsw.edu.au,9838 8482,N,1/1/74,Parramatta (C),Seven Hills,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.77485,150.967894,7/3/17
4473,10777,Werrington Public School,Heavey St,Werrington ,2747,393,11,23,938,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9623 7077,werrington-p.school@det.nsw.edu.au,9623 1339,N,1/1/74,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.755125,150.745293,7/3/17
4474,7815,Widemere Public School,Nemesia St,Greystanes ,2145,243,np,39,1033,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9604 9818,widemere-p.school@det.nsw.edu.au,9725 5373,N,1/1/74,Holroyd (C),Prospect,McMahon,Macquarie Park,Holroyd,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.834174,150.939897,7/3/17
4475,10704,Leonay Public School,Buring Ave,Emu Plains ,2750,236,3,13,1053,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4735 5851,leonay-p.school@det.nsw.edu.au,4735 6373,N,1/1/74,Penrith (C),Penrith,Lindsay,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.76432,150.650498,7/3/17
4476,10821,Shalvey Public School,Laver St,Shalvey,2770,314,26,35,851,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9628 0322,shalvey-p.school@det.nsw.edu.au,9628 3545,N,1/1/74,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.726605,150.809439,7/3/17
4478,8750,Newling Public School,80 Chapel St,Armidale ,2350,93,70,np,759,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6772 1488,newling-p.school@det.nsw.edu.au,6771 2258,N,1/1/74,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.522917,151.677158,7/3/17
4479,10206,John Warby Public School,Deans Rd,Airds ,2560,202,27,26,836,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,4625 8140,johnwarby-p.school@det.nsw.edu.au,4628 1637,N,1/1/76,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.082225,150.834434,7/3/17
4480,10792,Bidwill Public School,45 Bunya Rd,Bidwill,2770,360,26,42,843,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9628 2444,bidwill-p.school@det.nsw.edu.au,9628 0480,N,1/1/75,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.733547,150.825934,7/3/17
4481,10216,St Andrews Public School,89 Ballantrae Drive,St Andrews,2566,780,7,47,988,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9603 1333,standrews-p.school@det.nsw.edu.au,9820 3127,N,1/1/78,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.022532,150.831362,7/3/17
4482,10722,York Public School,Evan St,South Penrith,2750,578,7,10,969,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4731 6577,york-p.school@det.nsw.edu.au,4721 7522,N,1/1/76,Penrith (C),Penrith,Lindsay,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.777111,150.698124,7/3/17
4483,10724,Grose View Public School,Grose Wold Rd,Grose Vale ,2753,234,6,8,1018,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4572 1386,groseview-p.school@det.nsw.edu.au,4572 1833,N,1/1/77,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.594468,150.66485,7/3/17
4484,16184,Cambridge Gardens Public School,Trinity Drive,Cambridge Park ,2747,374,10,13,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4730 1201,cambridgeg-p.school@det.nsw.edu.au,4729 1385,N,1/1/78,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.737224,150.722008,7/3/17
4485,10070,Culburra Public School,Carlton Cres,Culburra Beach ,2540,202,19,np,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4447 2010,culburra-p.school@det.nsw.edu.au,4447 3651,N,1/9/76,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.933198,150.762286,7/3/17
4486,9321,Singleton Heights Public School,Dorsman Drive,Singleton Heights,2330,573,11,7,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6573 1363,singletonh-p.school@det.nsw.edu.au,6573 1414,N,1/1/78,Singleton (A),Upper Hunter,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.549203,151.163955,7/3/17
4488,6130,Kareela Public School,Freya St,Kareela,2232,391,np,29,1117,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9528 5444,kareela-p.school@det.nsw.edu.au,9528 3484,N,1/1/76,Sutherland Shire (A),Miranda,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.012894,151.081991,7/3/17
4489,16269,Ruse Public School,Junction Rd,Ruse ,2560,416,7,21,957,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4625 7811,ruse-p.school@det.nsw.edu.au,4626 7422,N,1/1/78,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.066949,150.841573,7/3/17
4490,16199,Campbellfield Public School,Townson Ave,Minto ,2566,209,11,50,935,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9603 4233,campbellfi-p.school@det.nsw.edu.au,9820 2945,N,1/1/78,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.037684,150.847422,7/3/17
4491,16272,Sackville Street Public School,22 Sackville St,Ingleburn,2565,522,9,46,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9605 3073,sackvillst-p.school@det.nsw.edu.au,9605 3874,N,1/2/77,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.011068,150.863607,7/3/17
4492,10210,Woodland Road Public School,20 Woodland Road,St Helens Park,2560,253,11,25,938,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4626 2488,woodlandrd-p.school@det.nsw.edu.au,4628 5026,N,1/1/76,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.097072,150.815078,7/3/17
4493,10818,Noumea Public School,Noumea St,Shalvey ,2770,284,20,42,859,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9628 7220,noumea-p.school@det.nsw.edu.au,9628 1572,N,1/1/76,Blacktown (C),Mount Druitt,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.732606,150.809892,7/3/17
4494,8566,Hampden Park Public School,39-79 Hampden Road,Lakemba,2195,718,0,99,995,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9750 4111,hampdenpk-p.school@det.nsw.edu.au,9740 5153,N,1/1/79,Canterbury (C),Lakemba,Watson,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.914957,151.074029,7/3/17
4496,5515,Dulwich Hill Public School,Kintore St,Dulwich Hill ,2203,505,4,41,1105,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9559 2699,dulwichhil-p.school@det.nsw.edu.au,9559 5676,N,1885-01-01,Marrickville (A),Summer Hill,Grayndler,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.906163,151.140287,7/3/17
4498,10043,Minnamurra Public School,85 Charles Ave,Minnamurra,2533,408,4,5,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4237 7501,minnamurra-p.school@det.nsw.edu.au,4237 8393,N,1/1/76,Kiama (A),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.62487,150.852773,7/3/17
4499,16251,Newbridge Heights Public School,Lewin & Magree Cres,Moorebank ,2170,627,1,73,1063,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9601 6130,newbridght-p.school@det.nsw.edu.au,9822 5098,N,1/2/77,Liverpool (C),Holsworthy,Fowler,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.926068,150.952069,7/3/17
4500,6144,Nareena Hills Public School,Jacaranda Ave,Figtree ,2525,291,np,18,1084,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4226 3867,nareenahil-p.school@det.nsw.edu.au,4226 5087,N,1/2/77,Wollongong (C),Keira,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.425765,150.84787,7/3/17
4501,10023,Barrack Heights Public School,25 Hunter Street,Barrack Heights,2528,245,22,23,870,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4296 4222,barrackht-p.school@det.nsw.edu.au,4297 2818,N,1/9/76,Shellharbour (C),Shellharbour,Whitlam,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.559085,150.846032,7/3/17
4502,7608,Petersham Public School,25 Hunter St,Petersham ,2049,252,2,28,1136,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9560 9665,petersham-p.school@det.nsw.edu.au,9564 2104,N,1878-02-01,Marrickville (A),Summer Hill,Grayndler,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.895647,151.150175,7/3/17
4503,9666,Tyalla Public School,Joyce St,Coffs Harbour ,2450,331,26,13,884,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6652 4488,tyalla-p.school@det.nsw.edu.au,6651 4096,N,1/1/78,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.283852,153.112362,7/3/17
4504,10790,Crawford Public School,Power St,Doonside ,2767,479,17,50,896,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9621 7988,crawford-p.school@det.nsw.edu.au,9831 1520,N,1/1/77,Blacktown (C),Blacktown,Chifley,Macquarie Park,Eastern Creek,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.75479,150.868825,7/3/17
4505,10196,Ambarvale Public School,Copperfield Drive,Ambarvale ,2560,287,10,37,927,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4626 1485,ambarvale-p.school@det.nsw.edu.au,4628 0430,N,1/1/79,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.086423,150.798192,7/3/17
